心悸-水饮凌心,苓桂术甘汤,五苓散,真武汤,桂枝甘草龙骨牡蛎汤,小青龙汤,"|","notmastered","0","0"
心悸-阴虚火旺,天王补心丹合朱砂安神丸,黄连阿胶汤,酸枣仁汤,归脾汤,黄连温胆汤,"|","notmastered","0","0"
心悸-瘀阻心脉,桃仁红花煎,血府逐瘀汤,丹参饮,失笑散,桂枝茯苓丸,"|","notmastered","0","0"
心悸-痰火扰心,黄连温胆汤,礞石滚痰丸,温胆汤,天王补心丹,安神定志丸,"|","notmastered","0","0"
胸痹-心血瘀阻,血府逐瘀汤,桃仁红花煎,丹参饮,失笑散,柴胡疏肝散,"|","notmastered","0","0"
胸痹-气滞心胸,柴胡疏肝散,瓜蒌薤白白酒汤,丹参饮,血府逐瘀汤,五磨饮子,"|","notmastered","0","0"
胸痹-痰浊闭阻,栝蒌薤白半夏汤合涤痰汤,瓜蒌薤白白酒汤,导痰汤,温胆汤,柴胡疏肝散,"|","notmastered","0","0"
胸痹-寒凝心脉,栝蒌薤白桂枝汤合当归四逆汤,当归四逆汤,乌头桂枝汤,阳和汤,血府逐瘀汤,"|","notmastered","0","0"
胸痹-气阴两虚,生脉散合人参养荣汤,保元汤,炙甘草汤,天王补心丹合炙甘草汤,益气养阴活血汤,"|","notmastered","0","0"
胸痹-心肾阴虚,天王补心丹合炙甘草汤,左归饮合炙甘草汤,大补阴丸,生脉散,右归饮,"|","notmastered","0","0"
胸痹-心肾阳虚,参附汤合右归饮,附子理中汤,真武汤,天王补心丹,保元汤,"|","notmastered","0","0"
不寐-肝火扰心,龙胆泻肝汤,朱砂安神丸,黄连温胆汤,丹栀逍遥散,酸枣仁汤,"|","notmastered","0","0"
不寐-痰热扰心,黄连温胆汤,礞石滚痰丸,清气化痰丸,龙胆泻肝汤,归脾汤,"|","notmastered","0","0"
不寐-心脾两虚,归脾汤,酸枣仁汤,养心汤,安神定志丸,天王补心丹,"|","notmastered","0","0"
不寐-心肾不交,六味地黄丸合交泰丸,天王补心丹合酸枣仁汤,黄连阿胶汤,归脾汤,龙胆泻肝汤,"|","notmastered","0","0"
不寐-心胆气虚,安神定志丸合酸枣仁汤,酸枣仁汤,归脾汤,定志丸,天王补心丹,"|","notmastered","0","0"
痫病-风痰闭阻,定痫丸,涤痰汤,止痉散,龙胆泻肝汤合涤痰汤,通窍活血汤,"|","notmastered","0","0"
痫病-痰火扰神,龙胆泻肝汤合涤痰汤,礞石滚痰丸,清心温胆汤,定痫丸,六君子汤合归脾汤,"|","notmastered","0","0"
痫病-瘀阻脑络,通窍活血汤,血府逐瘀汤,桃红四物汤,定痫丸,左归丸合天王补心丹,"|","notmastered","0","0"
痫病-心脾两虚,六君子汤合归脾汤,养心汤,人参养荣汤,通窍活血汤,定痫丸,"|","notmastered","0","0"
痫病-心肾亏虚,左归丸合天王补心丹,大补元煎,河车大造丸,六君子汤合归脾汤,龙胆泻肝汤,"|","notmastered","0","0"
胃痛-寒邪客胃,香苏散合良附丸,吴茱萸汤,暖肝煎,保和丸,柴胡疏肝散,"|","notmastered","0","0"
胃痛-饮食犯胃,保和丸,枳实导滞丸,木香槟榔丸,香苏散合良附丸,一贯煎,"|","notmastered","0","0"
胃痛-肝气犯胃,柴胡疏肝散,四逆散,金铃子散,保和丸,失笑散,"|","notmastered","0","0"
胃痛-湿热中阻,清中汤,连朴饮,黄连温胆汤,柴胡疏肝散,黄芪建中汤,"|","notmastered","0","0"
胃痛-瘀血停胃,失笑散合丹参饮,血府逐瘀汤,膈下逐瘀汤,柴胡疏肝散,一贯煎,"|","notmastered","0","0"
胃痛-胃阴亏耗,一贯煎合芍药甘草汤,益胃汤,沙参麦冬汤,失笑散,黄芪建中汤,"|","notmastered","0","0"
胃痛-脾胃虚寒,黄芪建中汤,理中丸,附子理中汤,一贯煎,小建中汤,"|","notmastered","0","0"
呕吐-外邪犯胃,藿香正气散,保和丸,小半夏汤,半夏泻心汤,玉枢丹,"|","notmastered","0","0"
呕吐-食滞内停,保和丸,枳实导滞丸,藿香正气散,小半夏汤,理中汤,"|","notmastered","0","0"
呕吐-痰饮中阻,小半夏汤合苓桂术甘汤,二陈汤,吴茱萸汤,保和丸,麦门冬汤,"|","notmastered","0","0"
呕吐-肝气犯胃,四七汤,半夏厚朴汤,左金丸,小半夏汤,香砂六君子汤,"|","notmastered","0","0"
呕吐-脾胃气虚,香砂六君子汤,补中益气汤,理中汤,四七汤,异功散,"|","notmastered","0","0"
呕吐-脾胃阳虚,理中汤,附子理中汤,吴茱萸汤,香砂六君子汤,小建中汤,"|","notmastered","0","0"
呕吐-胃阴不足,麦门冬汤,益胃汤,增液汤,理中汤,竹叶石膏汤,"|","notmastered","0","0"
腹痛-寒邪内阻,良附丸合正气天香散,大建中汤,当归四逆汤,大承气汤,小建中汤,"|","notmastered","0","0"
腹痛-湿热壅滞,大承气汤,芍药汤,白头翁汤,良附丸,枳实导滞丸,"|","notmastered","0","0"
腹痛-饮食积滞,枳实导滞丸,保和丸,木香槟榔丸,大承气汤,柴胡疏肝散,"|","notmastered","0","0"
腹痛-肝郁气滞,柴胡疏肝散,四逆散,金铃子散,枳实导滞丸,少腹逐瘀汤,"|","notmastered","0","0"
腹痛-瘀血内停,少腹逐瘀汤,膈下逐瘀汤,失笑散,柴胡疏肝散,小建中汤,"|","notmastered","0","0"
腹痛-中虚脏寒,小建中汤,黄芪建中汤,理中丸,当归四逆汤,柴胡疏肝散,"|","notmastered","0","0"
泄泻-寒湿内盛,藿香正气散,胃苓汤,理中丸,四神丸,痛泻要方,"|","notmastered","0","0"
泄泻-湿热伤中,葛根芩连汤,白头翁汤,芍药汤,藿香正气散,保和丸,"|","notmastered","0","0"
泄泻-食滞肠胃,保和丸,枳实导滞丸,葛根芩连汤,参苓白术散,木香槟榔丸,"|","notmastered","0","0"
泄泻-肝气乘脾,痛泻要方,四逆散,逍遥散,保和丸,参苓白术散,"|","notmastered","0","0"
泄泻-脾胃虚弱,参苓白术散,四君子汤,补中益气汤,痛泻要方,四神丸,"|","notmastered","0","0"
泄泻-肾阳虚衰,四神丸,理中丸,附子理中汤,参苓白术散,真人养脏汤,"|","notmastered","0","0"
痢疾-湿热痢,芍药汤,白头翁汤,葛根芩连汤,不换金正气散,桃花汤,"|","notmastered","0","0"
痢疾-疫毒痢,白头翁汤,黄连解毒汤,普济消毒饮,芍药汤,驻车丸,"|","notmastered","0","0"
痢疾-寒湿痢,不换金正气散,胃苓汤,芍药汤,白头翁汤,桃花汤,"|","notmastered","0","0"
痢疾-阴虚痢,驻车丸,黄连阿胶汤,白头翁汤,桃花汤,连理汤,"|","notmastered","0","0"
痢疾-虚寒痢,桃花汤合真人养脏汤,理中汤,乌梅丸,驻车丸,芍药汤,"|","notmastered","0","0"
痢疾-休息痢,连理汤,乌梅丸,香连丸,桃花汤,驻车丸,"|","notmastered","0","0"
便秘-热秘,麻子仁丸,承气汤类,增液汤,六磨汤,润肠丸,"|","notmastered","0","0"
便秘-气秘,六磨汤,五磨饮子,木香槟榔丸,麻子仁丸,黄芪汤,"|","notmastered","0","0"
便秘-冷秘,温脾汤,大黄附子汤,济川煎,麻子仁丸,六磨汤,"|","notmastered","0","0"
便秘-气虚秘,黄芪汤,补中益气汤,六磨汤,温脾汤,润肠丸,"|","notmastered","0","0"
便秘-血虚秘,润肠丸,四物汤,麻子仁丸,黄芪汤,增液汤,"|","notmastered","0","0"
便秘-阴虚秘,增液汤,益胃汤,麻子仁丸,润肠丸,济川煎,"|","notmastered","0","0"
便秘-阳虚秘,济川煎,右归丸,温脾汤,增液汤,肾气丸,"|","notmastered","0","0"
胁痛-肝郁气滞,柴胡疏肝散,逍遥散,四逆散,龙胆泻肝汤,一贯煎,"|","notmastered","0","0"
胁痛-肝胆湿热,龙胆泻肝汤,茵陈蒿汤,大柴胡汤,柴胡疏肝散,血府逐瘀汤,"|","notmastered","0","0"
胁痛-瘀血阻络,血府逐瘀汤或复元活血汤,膈下逐瘀汤,桃红四物汤,龙胆泻肝汤,一贯煎,"|","notmastered","0","0"
胁痛-肝络失养,一贯煎,补肝汤,逍遥散,血府逐瘀汤,沙参麦冬汤,"|","notmastered","0","0"
黄疸-阳黄-热重于湿,茵陈蒿汤,栀子柏皮汤,大承气汤,茵陈五苓散,茵陈术附汤,"|","notmastered","0","0"
黄疸-阳黄-湿重于热,茵陈五苓散合甘露消毒丹,三仁汤,藿香正气散,茵陈蒿汤,黄芪建中汤,"|","notmastered","0","0"
黄疸-阳黄-胆腑郁热,大柴胡汤,龙胆泻肝汤,茵陈蒿汤,茵陈五苓散,逍遥散,"|","notmastered","0","0"
黄疸-阳黄-疫毒炽盛,干金《犀角散》加味,清瘟败毒饮,黄连解毒汤,大柴胡汤,普济消毒饮,"|","notmastered","0","0"
黄疸-阴黄-寒湿阻遏,茵陈术附汤,理中汤,甘草干姜茯苓白术汤,茵陈蒿汤,黄芪建中汤,"|","notmastered","0","0"
黄疸-阴黄-脾虚湿滞,黄芪建中汤,理中汤,参苓白术散,茵陈术附汤,茵陈四苓散,"|","notmastered","0","0"
黄疸消退后-湿热留恋,茵陈四苓散,三仁汤,茵陈五苓散,柴胡疏肝散,逍遥散,"|","notmastered","0","0"
黄疸消退后-肝脾不调,柴胡疏肝散或归芍六君子汤,逍遥散,四君子汤,茵陈四苓散,逍遥散合鳖甲煎丸,"|","notmastered","0","0"
黄疸消退后-气滞血瘀,逍遥散合鳖甲煎丸,血府逐瘀汤,膈下逐瘀汤,柴胡疏肝散,一贯煎,"|","notmastered","0","0"
鼓胀-气滞湿阻,柴胡疏肝散合胃苓汤,平胃散,实脾饮,中满分消丸,附子理苓汤,"|","notmastered","0","0"
鼓胀-水湿困脾,实脾饮,胃苓汤,五苓散,附子理苓汤,调营饮,"|","notmastered","0","0"
鼓胀-水热蕴结,中满分消丸合茵陈蒿汤,疏凿饮子,舟车丸,实脾饮,调营饮,"|","notmastered","0","0"
鼓胀-瘀结水留,调营饮,膈下逐瘀汤,血府逐瘀汤,中满分消丸,附子理苓汤,"|","notmastered","0","0"
鼓胀-阳虚水盛,附子理苓汤或济生肾气丸,实脾饮,真武汤,调营饮,六味地黄丸,"|","notmastered","0","0"
鼓胀-阴虚水停,六味地黄丸合一贯煎,猪苓汤,兰香饮子,附子理苓汤,补肝汤,"|","notmastered","0","0"
鼓胀变证-大出血,犀角地黄汤,黄土汤,十灰散,安宫牛黄丸,胶艾汤,"|","notmastered","0","0"
鼓胀变证-昏迷,安宫牛黄丸合龙胆泻肝汤,至宝丹,紫雪丹,犀角地黄汤,苏合香丸,"|","notmastered","0","0"
外感头痛-风寒头痛,川芎茶调散,羌活胜湿汤,小续命汤,芎芷石膏汤,半夏白术天麻汤,"|","notmastered","0","0"
外感头痛-风热头痛,芎芷石膏汤,银翘散,桑菊饮,川芎茶调散,天麻钩藤饮,"|","notmastered","0","0"
外感头痛-风湿头痛,羌活胜湿汤,川芎茶调散,清空膏,芎芷石膏汤,独活寄生汤,"|","notmastered","0","0"
内伤头痛-肝阳头痛,天麻钩藤饮,镇肝熄风汤,杞菊地黄丸,川芎茶调散,大补元煎,"|","notmastered","0","0"
内伤头痛-血虚头痛,加味四物汤,归脾汤,八珍汤,天麻钩藤饮,益气聪明汤,"|","notmastered","0","0"
内伤头痛-痰浊头痛,半夏白术天麻汤,二陈汤,温胆汤,加味四物汤,通窍活血汤,"|","notmastered","0","0"
内伤头痛-肾虚头痛,大补元煎,左归丸,右归丸,半夏白术天麻汤,加味四物汤,"|","notmastered","0","0"
内伤头痛-瘀血头痛,通窍活血汤,血府逐瘀汤,身痛逐瘀汤,半夏白术天麻汤,加味四物汤,"|","notmastered","0","0"
内伤头痛-气虚头痛,益气聪明汤,补中益气汤,归脾汤,加味四物汤,大补元煎,"|","notmastered","0","0"
眩晕-肝阳上亢,天麻钩藤饮,镇肝熄风汤,龙胆泻肝汤,左归丸,半夏白术天麻汤,"|","notmastered","0","0"
眩晕-气血亏虚,归脾汤,八珍汤,人参养荣汤,天麻钩藤饮,左归丸,"|","notmastered","0","0"
眩晕-肾精不足,左归丸,右归丸,大补元煎,归脾汤,六味地黄丸,"|","notmastered","0","0"
眩晕-痰浊上蒙,半夏白术天麻汤,二陈汤,温胆汤,左归丸,通窍活血汤,"|","notmastered","0","0"
眩晕-瘀血阻窍,通窍活血汤,血府逐瘀汤,桃红四物汤,半夏白术天麻汤,归脾汤,"|","notmastered","0","0"
中风中经络-风痰瘀阻,半夏白术天麻汤合桃仁红花煎,天麻钩藤饮,镇肝熄风汤,解语丹,补阳还五汤,"|","notmastered","0","0"
中风中经络-风阳上扰,天麻钩藤饮,镇肝熄风汤,羚羊角汤,半夏白术天麻汤,左归丸,"|","notmastered","0","0"
中风中经络-阴虚风动,镇肝熄风汤,大定风珠,阿胶鸡子黄汤,天麻钩藤饮,补阳还五汤,"|","notmastered","0","0"
中风中脏腑闭证-阳闭证,羚羊角汤合安宫牛黄丸,至宝丹,紫雪丹,涤痰汤,参附汤,"|","notmastered","0","0"
中风中脏腑闭证-阴闭证,涤痰汤合苏合香丸,温胆汤,导痰汤,羚羊角汤,参附汤,"|","notmastered","0","0"
中风中脏腑-脱证,参附汤合生脉散加味,四逆加人参汤,独参汤,羚羊角汤,补阳还五汤,"|","notmastered","0","0"
中风恢复期-风痰瘀阻,解语丹,涤痰汤,通窍活血汤,补阳还五汤,左归丸,"|","notmastered","0","0"
中风恢复期-气虚络瘀,补阳还五汤,益气活血汤,归脾汤,解语丹,左归丸,"|","notmastered","0","0"
中风恢复期-肝肾亏虚,左归丸合地黄饮子,右归丸,大补元煎,补阳还五汤,镇肝熄风汤,"|","notmastered","0","0"
颤证-风阳内动,天麻钩藤饮合镇肝熄风汤,大定风珠,导痰汤合羚角钩藤汤,地黄饮子,羚角钩藤汤,"|","notmastered","0","0"
颤证-痰热风动,导痰汤合羚角钩藤汤,清气化痰丸,温胆汤,天麻钩藤饮,人参养荣汤,"|","notmastered","0","0"
颤证-气血亏虚,人参养荣汤,归脾汤,八珍汤,导痰汤,龟鹿二仙膏合大定风珠,"|","notmastered","0","0"
颤证-髓海不足,龟鹿二仙膏合大定风珠,左归丸,大补元煎,人参养荣汤,地黄饮子,"|","notmastered","0","0"
颤证-阳气虚衰,地黄饮子,右归丸,金匮肾气丸,龟鹿二仙膏,温脾汤,"|","notmastered","0","0"
阳水-风水相搏,越婢加术汤,麻黄汤,五皮饮,防己黄芪汤,麻黄连翘赤小豆汤,"|","notmastered","0","0"
阳水-湿毒浸淫,麻黄连翘赤小豆汤合五味消毒饮,普济消毒饮,仙方活命饮,越婢加术汤,疏凿饮子,"|","notmastered","0","0"
阳水-水湿浸渍,五皮饮合胃苓汤,防己黄芪汤,五苓散,越婢加术汤,实脾饮,"|","notmastered","0","0"
阳水-湿热壅盛,疏凿饮子,八正散,舟车丸,五皮饮合胃苓汤,中满分消丸,"|","notmastered","0","0"
阴水-脾阳虚衰,实脾饮,附子理中汤,苓桂术甘汤,济生肾气丸,五皮饮,"|","notmastered","0","0"
阴水-肾阳衰微,济生肾气丸合真武汤,右归丸,附子理中汤,实脾饮,桃红四物汤,"|","notmastered","0","0"
阴水-瘀水互结,桃红四物汤合五苓散,血府逐瘀汤,少腹逐瘀汤,济生肾气丸,膈下逐瘀汤,"|","notmastered","0","0"
淋证-热淋,八正散,导赤散,五淋散,小蓟饮子,沉香散,"|","notmastered","0","0"
淋证-石淋,石韦散,三金汤,八正散,无比山药丸,四物汤,"|","notmastered","0","0"
淋证-血淋,小蓟饮子,导赤散,知柏地黄丸,八正散,石韦散,"|","notmastered","0","0"
淋证-气淋,沉香散,补中益气汤,八正散,程氏萆薢分清饮,木香顺气散,"|","notmastered","0","0"
淋证-膏淋,程氏萆薢分清饮,八正散,无比山药丸,沉香散,萆薢分清饮,"|","notmastered","0","0"
淋证-劳淋,无比山药丸,知柏地黄丸,补中益气汤,程氏萆薢分清饮,金匮肾气丸,"|","notmastered","0","0"
郁证-肝气郁结,柴胡疏肝散,逍遥散,四逆散,丹栀逍遥散,半夏厚朴汤,"|","notmastered","0","0"
郁证-气郁化火,丹栀逍遥散,龙胆泻肝汤,左金丸,柴胡疏肝散,甘麦大枣汤,"|","notmastered","0","0"
郁证-痰气郁结,半夏厚朴汤,导痰汤,温胆汤,柴胡疏肝散,归脾汤,"|","notmastered","0","0"
郁证-心神失养,甘麦大枣汤,酸枣仁汤,天王补心丹,半夏厚朴汤,归脾汤,"|","notmastered","0","0"
郁证-心脾两虚,归脾汤,养心汤,人参养荣汤,甘麦大枣汤,天王补心丹,"|","notmastered","0","0"
郁证-心肾阴虚,天王补心丹合六味地黄丸,知柏地黄丸,酸枣仁汤,归脾汤,一贯煎,"|","notmastered","0","0"
血证-鼻衄-热邪犯肺,桑菊饮,银翘散,清营汤,玉女煎,龙胆泻肝汤,"|","notmastered","0","0"
血证-鼻衄-胃热炽盛,玉女煎,清胃散,凉膈散,桑菊饮,归脾汤,"|","notmastered","0","0"
血证-鼻衄-肝火上炎,龙胆泻肝汤,丹栀逍遥散,代赭石汤,玉女煎,泻心汤,"|","notmastered","0","0"
血证-鼻衄-气血亏虚,归脾汤,补中益气汤,当归补血汤,玉女煎,八珍汤,"|","notmastered","0","0"
血证-齿衄-胃火炽盛,加味清胃散合泻心汤,玉女煎,凉膈散,六味地黄丸,白虎汤,"|","notmastered","0","0"
血证-齿衄-阴虚火旺,六味地黄丸合茜根散,知柏地黄丸,玉女煎,加味清胃散,大补阴丸,"|","notmastered","0","0"
血证-咳血-燥热伤肺,桑杏汤,清燥救肺汤,阿胶补肺汤,泻白散,百合固金汤,"|","notmastered","0","0"
血证-咳血-肝火犯肺,泻白散合黛蛤散,龙胆泻肝汤,黄芩汤,桑杏汤,十灰散,"|","notmastered","0","0"
血证-咳血-阴虚肺热,百合固金汤,麦门冬汤,沙参麦冬汤,泻白散,补肺阿胶汤,"|","notmastered","0","0"
血证-吐血-胃热壅盛,泻心汤合十灰散,清胃散,玉女煎,龙胆泻肝汤,黄土汤,"|","notmastered","0","0"
血证-吐血-肝火犯胃,龙胆泻肝汤,左金丸,代赭石汤,泻心汤,归脾汤,"|","notmastered","0","0"
血证-吐血-气虚血溢,归脾汤,黄土汤,补中益气汤,龙胆泻肝汤,十灰散,"|","notmastered","0","0"
血证-便血-肠道湿热,地榆散合槐角丸,芍药汤,黄土汤,归脾汤,小蓟饮子,"|","notmastered","0","0"
血证-便血-气虚不摄,归脾汤,补中益气汤,地榆散,黄土汤,真人养脏汤,"|","notmastered","0","0"
血证-便血-脾胃虚寒,黄土汤,理中汤,附子理中汤,归脾汤,地榆散,"|","notmastered","0","0"
血证-尿血-下焦湿热,小蓟饮子,八正散,导赤散,知柏地黄丸,归脾汤,"|","notmastered","0","0"
血证-尿血-肾虚火旺,知柏地黄丸,大补阴丸,六味地黄丸,小蓟饮子,无比山药丸,"|","notmastered","0","0"
血证-尿血-脾不统血,归脾汤,补中益气汤,知柏地黄丸,小蓟饮子,无比山药丸,"|","notmastered","0","0"
血证-尿血-肾气不固,无比山药丸,金匮肾气丸,缩泉丸,归脾汤,知柏地黄丸,"|","notmastered","0","0"
血证-紫斑-血热妄行,十灰散,犀角地黄汤,清营汤,茜根散,归脾汤,"|","notmastered","0","0"
血证-紫斑-阴虚火旺,茜根散,知柏地黄丸,大补阴丸,十灰散,归脾汤,"|","notmastered","0","0"
血证-紫斑-气不摄血,归脾汤,补中益气汤,当归补血汤,茜根散,十灰散,"|","notmastered","0","0"
消渴-上消-肺热津伤,消渴方,麦门冬汤,白虎加人参汤,玉女煎,增液汤,"|","notmastered","0","0"
消渴-中消-胃热炽盛,玉女煎,白虎汤,增液承气汤,消渴方,七味白术散,"|","notmastered","0","0"
消渴-中消-气阴亏虚,七味白术散,生脉散,益胃汤,玉女煎,六味地黄丸,"|","notmastered","0","0"
消渴-下消-肾阴亏虚,六味地黄丸,左归丸,大补阴丸,七味白术散,金匮肾气丸,"|","notmastered","0","0"
消渴-下消-阴阳两虚,金匮肾气丸,右归丸,地黄饮子,六味地黄丸,附子理中汤,"|","notmastered","0","0"
瘿病-气郁痰阻,四海舒郁丸,逍遥散,半夏厚朴汤,海藻玉壶汤,栀子清肝汤,"|","notmastered","0","0"
瘿病-痰结血瘀,海藻玉壶汤,桃核承气汤,血府逐瘀汤,四海舒郁丸,消瘰丸,"|","notmastered","0","0"
瘿病-肝火旺盛,栀子清肝汤合消瘰丸,龙胆泻肝汤,丹栀逍遥散,海藻玉壶汤,天王补心丹,"|","notmastered","0","0"
瘿病-心肝阴虚,天王补心丹或一贯煎,滋水清肝饮,酸枣仁汤,栀子清肝汤,左归丸,"|","notmastered","0","0"
内伤发热-阴虚发热,清骨散或知柏地黄丸,青蒿鳖甲汤,当归六黄汤,归脾汤,丹栀逍遥散,"|","notmastered","0","0"
内伤发热-血虚发热,归脾汤,当归补血汤,人参养荣汤,清骨散,补中益气汤,"|","notmastered","0","0"
内伤发热-气虚发热,补中益气汤,甘温除热汤,归脾汤,清骨散,金匮肾气丸,"|","notmastered","0","0"
内伤发热-阳虚发热,金匮肾气丸,右归丸,附子理中汤,补中益气汤,清骨散,"|","notmastered","0","0"
内伤发热-气郁发热,丹栀逍遥散,逍遥散,柴胡疏肝散,补中益气汤,清骨散,"|","notmastered","0","0"
内伤发热-痰湿郁热,黄连温胆汤合中和汤或三仁汤,清气化痰丸,蒿芩清胆汤,丹栀逍遥散,清骨散,"|","notmastered","0","0"
内伤发热-血瘀发热,血府逐瘀汤,桃核承气汤,通窍活血汤,丹栀逍遥散,归脾汤,"|","notmastered","0","0"
癌病-气郁痰瘀,越鞠丸合化积丸,逍遥散,半夏厚朴汤,犀角地黄汤,血府逐瘀汤,"|","notmastered","0","0"
癌病-热毒炽盛,犀角地黄汤合犀黄丸,黄连解毒汤,普济消毒饮,越鞠丸,龙胆泻肝汤,"|","notmastered","0","0"
